the max acc is 9930
no.	acc	ninas	ntk	tot
9930	73.493	1.400	0.425	1.825
===========================================================================
the problems are here (45):
no.	acc	ninas	ntk	tot
12540	62.827	0.431	0.660	0.417	0.847
10153	68.790	0.430	1.612	0.418	0.848
2841	65.947	0.426	2.477	0.421	0.848
10729	66.370	0.429	0.617	0.419	0.848
12238	66.450	0.436	0.521	0.412	0.849
3975	67.760	0.429	1.559	0.420	0.849
1353	69.560	0.427	2.578	0.422	0.849
12038	62.920	0.430	0.762	0.419	0.849
4162	68.140	0.432	0.601	0.418	0.849
13776	63.000	0.505	0.714	0.345	0.849
880	64.187	0.646	0.609	0.204	0.850
5225	69.000	0.426	1.630	0.424	0.850
10500	67.400	0.492	0.581	0.358	0.850
7950	63.780	0.581	0.708	0.269	0.850
13531	67.680	0.427	0.572	0.424	0.851
12924	66.410	0.452	0.570	0.399	0.851
8830	57.440	0.486	0.582	0.365	0.851
15227	64.300	0.608	0.759	0.243	0.851
26	65.500	0.428	1.592	0.423	0.851
10617	67.440	0.468	0.538	0.383	0.851
15015	65.930	0.543	0.700	0.308	0.851
6459	68.807	0.426	1.588	0.426	0.852
2994	69.210	0.444	0.624	0.408	0.852
7009	69.800	0.434	1.558	0.418	0.852
15526	64.393	0.573	0.707	0.280	0.853
418	68.793	0.429	1.549	0.424	0.853
9273	69.400	0.431	1.571	0.422	0.853
3126	62.280	0.433	0.574	0.421	0.853
8246	67.800	0.431	0.617	0.422	0.854
15487	66.960	0.728	0.544	0.126	0.854
2505	69.993	0.434	2.492	0.420	0.854
2699	69.427	0.432	1.560	0.422	0.854
10668	65.153	0.438	0.600	0.417	0.855
2629	69.147	0.434	1.523	0.421	0.855
4933	65.780	0.538	0.750	0.317	0.855
5080	65.687	0.431	1.504	0.425	0.855
10085	68.680	0.430	1.609	0.425	0.855
6342	58.907	0.494	0.487	0.362	0.855
4489	46.930	0.509	0.345	0.346	0.856
11043	65.970	0.535	1.569	0.321	0.856
1584	67.813	0.437	1.587	0.419	0.856
5967	66.600	0.626	0.622	0.230	0.856
12692	68.020	0.433	3.528	0.424	0.856
7455	69.407	0.431	0.586	0.426	0.857
7860	70.520	0.478	1.551	0.379	0.857
7075	68.160	0.460	1.628	0.397	0.857
5712	66.500	0.475	0.569	0.382	0.857
2641	67.733	0.616	0.642	0.242	0.857
10578	69.150	0.448	1.624	0.410	0.858
5808	64.200	0.447	0.607	0.412	0.858
11199	69.860	0.435	1.613	0.423	0.858
10104	70.430	0.434	2.544	0.425	0.858
2478	68.767	0.434	1.611	0.425	0.859
14862	66.280	0.439	1.605	0.420	0.859
12145	62.580	0.440	1.537	0.419	0.859
10937	68.473	0.437	1.559	0.423	0.860
4540	63.470	0.522	0.739	0.338	0.860
366	67.650	0.454	0.424	0.407	0.860
4977	61.910	0.438	0.513	0.423	0.860
4080	63.990	0.435	2.495	0.425	0.860
6077	65.750	0.490	0.591	0.371	0.861
8093	68.420	0.438	1.536	0.423	0.861
7695	68.880	0.453	1.601	0.408	0.861
7209	71.340	0.437	3.523	0.424	0.861
12089	54.260	0.485	0.696	0.376	0.861
9094	69.220	0.440	1.562	0.422	0.862
171	69.600	0.452	1.587	0.410	0.862
15274	67.527	0.437	0.586	0.425	0.862
7635	66.670	0.445	0.523	0.417	0.862
15566	70.360	0.449	1.653	0.414	0.863
3938	63.087	0.509	0.730	0.354	0.863
12940	70.430	0.444	1.548	0.419	0.863
14190	66.353	0.512	0.667	0.352	0.863
2239	65.413	0.578	0.711	0.285	0.864
4234	67.250	0.461	0.634	0.403	0.864
14054	67.500	0.440	1.710	0.424	0.864
5931	64.653	0.515	1.476	0.349	0.864
6512	69.980	0.445	1.562	0.420	0.864
3480	58.760	0.489	0.496	0.376	0.864
2256	68.133	0.442	0.674	0.423	0.865
4136	68.000	0.552	0.558	0.313	0.865
4451	64.560	0.442	1.633	0.423	0.865
14713	68.807	0.447	0.607	0.418	0.865
7885	64.640	0.516	0.734	0.349	0.865
576	60.620	0.449	1.524	0.416	0.865
678	68.200	0.497	0.601	0.368	0.865
9441	68.860	0.442	1.522	0.423	0.865
6755	58.540	0.528	0.538	0.337	0.865
14078	68.480	0.447	1.644	0.419	0.866
3373	69.200	0.444	1.607	0.422	0.866
5895	68.860	0.442	1.523	0.425	0.866
3299	67.810	0.447	0.587	0.420	0.867
10986	70.060	0.446	1.584	0.421	0.867
5222	67.507	0.480	0.512	0.387	0.868
12371	62.500	0.582	0.671	0.286	0.868
3013	68.800	0.446	1.619	0.422	0.868
9528	68.970	0.449	1.622	0.420	0.869
5708	69.350	0.448	1.565	0.420	0.869
10799	62.453	0.449	0.606	0.420	0.869
8041	67.827	0.451	0.634	0.418	0.869
9285	68.300	0.497	0.583	0.372	0.870
1739	58.527	0.484	0.542	0.385	0.870
3505	66.633	0.449	0.521	0.421	0.870
9185	69.160	0.463	0.518	0.407	0.870
4357	68.320	0.447	1.513	0.424	0.871
4880	67.440	0.447	0.633	0.424	0.871
15110	57.680	0.538	0.576	0.333	0.871
8549	71.280	0.445	2.552	0.426	0.871
3934	69.407	0.448	1.649	0.424	0.871
12950	68.480	0.528	0.542	0.344	0.872
14684	68.607	0.454	1.641	0.418	0.872
8219	65.293	0.449	1.557	0.424	0.873
1632	69.233	0.451	1.595	0.422	0.873
3303	61.860	0.453	0.516	0.420	0.873
65	70.540	0.455	2.556	0.418	0.873
6164	67.390	0.463	0.554	0.410	0.873
152	68.447	0.448	0.585	0.425	0.873
12493	65.173	0.668	0.722	0.206	0.874
13796	66.927	0.756	1.026	0.118	0.874
3246	63.680	0.613	0.738	0.261	0.874
2758	69.767	0.461	2.518	0.413	0.874
14761	67.893	0.698	0.627	0.177	0.874
2788	65.227	0.586	0.758	0.288	0.874
14781	62.200	0.453	0.512	0.421	0.874
1002	67.493	0.697	0.518	0.178	0.875
4454	70.560	0.458	2.527	0.417	0.875
13580	59.600	0.492	0.716	0.383	0.875
3093	67.913	0.452	1.586	0.424	0.875
14450	68.920	0.451	1.562	0.424	0.875
2342	67.253	0.455	0.676	0.421	0.876
14918	63.193	0.650	0.640	0.226	0.876
3391	65.540	0.607	0.681	0.269	0.877
5723	69.280	0.468	1.593	0.408	0.877
8063	67.420	0.515	0.571	0.362	0.877
14565	62.260	0.453	1.449	0.424	0.877
8771	63.630	0.633	0.671	0.245	0.878
14019	70.180	0.452	2.526	0.425	0.878
6841	67.330	0.543	0.564	0.335	0.878
11500	69.000	0.455	1.648	0.423	0.878
14324	64.607	0.544	0.710	0.334	0.878
4212	70.460	0.458	2.541	0.421	0.879
7768	69.560	0.461	0.587	0.419	0.879
3578	69.627	0.455	1.611	0.425	0.880
10805	68.190	0.464	0.591	0.416	0.880
10851	67.700	0.457	1.557	0.423	0.880
12865	64.360	0.633	0.735	0.248	0.881
13419	63.360	0.542	0.724	0.340	0.882
2242	64.200	0.506	0.684	0.376	0.882
924	66.607	0.645	0.583	0.238	0.882
7966	66.220	0.460	0.774	0.422	0.882
12078	70.100	0.461	1.587	0.422	0.883
10225	66.550	0.479	0.541	0.404	0.883
10031	68.530	0.484	0.626	0.399	0.883
8753	69.330	0.488	2.511	0.395	0.883
1347	68.527	0.518	0.615	0.366	0.883
4382	64.433	0.554	0.709	0.330	0.883
1320	64.147	0.490	0.498	0.394	0.884
4124	66.120	0.460	1.469	0.424	0.884
10859	68.520	0.474	1.569	0.410	0.885
7512	64.107	0.481	0.528	0.403	0.885
503	66.740	0.534	0.695	0.350	0.885
586	69.587	0.461	1.529	0.424	0.885
2275	67.840	0.462	0.618	0.423	0.885
15102	67.620	0.469	0.618	0.416	0.886
3416	64.980	0.528	0.729	0.357	0.886
9077	67.590	0.467	0.524	0.419	0.886
6433	67.313	0.473	0.632	0.413	0.886
7103	68.567	0.521	0.616	0.365	0.886
11598	68.920	0.460	0.587	0.426	0.886
77	69.147	0.468	0.588	0.419	0.886
12068	69.373	0.464	1.682	0.423	0.887
3652	65.100	0.568	0.561	0.319	0.887
4072	60.580	0.534	0.704	0.353	0.887
13072	65.993	0.575	0.713	0.313	0.887
3899	66.800	0.466	0.620	0.421	0.887
10860	68.380	0.547	0.624	0.340	0.888
10379	66.560	0.479	1.478	0.409	0.888
1388	65.220	0.652	0.618	0.236	0.888
5338	67.970	0.472	0.553	0.415	0.888
12872	63.727	0.475	0.546	0.413	0.888
15234	62.620	0.538	0.591	0.350	0.888
3118	62.960	0.561	0.705	0.328	0.889
11851	63.013	0.615	0.723	0.274	0.889
8085	69.300	0.465	2.575	0.424	0.890
7279	67.960	0.487	0.642	0.403	0.890
15374	63.080	0.482	0.666	0.408	0.891
10998	63.600	0.532	0.556	0.359	0.891
7174	62.260	0.472	0.517	0.419	0.891
12216	66.770	0.466	1.559	0.424	0.891
15367	64.320	0.521	0.679	0.370	0.891
2574	68.780	0.511	0.608	0.380	0.891
14505	63.607	0.493	0.712	0.398	0.891
7409	62.380	0.533	0.557	0.358	0.891
15371	69.410	0.467	0.587	0.424	0.891
7641	67.640	0.473	0.655	0.418	0.891
8569	67.280	0.470	0.522	0.422	0.892
6105	69.420	0.467	1.523	0.425	0.892
2777	68.633	0.468	1.685	0.425	0.893
9810	67.570	0.504	0.622	0.390	0.893
6802	70.280	0.476	1.536	0.418	0.893
985	67.893	0.494	0.554	0.399	0.894
7961	59.470	0.500	0.726	0.394	0.894
6135	65.773	0.554	0.741	0.340	0.894
6145	63.830	0.633	0.591	0.261	0.894
10891	58.400	0.512	0.492	0.382	0.894
405	64.553	0.649	0.573	0.245	0.894
15026	68.920	0.479	2.483	0.416	0.895
2045	63.460	0.525	0.695	0.370	0.895
3457	65.740	0.538	0.739	0.357	0.895
4730	62.147	0.473	0.611	0.423	0.895
11783	70.270	0.470	1.612	0.425	0.896
140	67.540	0.481	0.709	0.415	0.896
12568	69.080	0.471	1.587	0.425	0.896
7786	68.120	0.482	0.635	0.413	0.896
8189	64.480	0.477	1.628	0.418	0.896
3026	64.580	0.606	0.746	0.290	0.896
3587	69.307	0.509	1.574	0.387	0.896
5898	69.133	0.477	0.628	0.420	0.896
13882	65.167	0.625	0.731	0.272	0.896
1945	68.233	0.472	0.673	0.425	0.897
5959	67.600	0.483	0.621	0.414	0.897
15604	69.213	0.475	0.587	0.422	0.897
13038	57.390	0.561	0.607	0.336	0.897
15315	67.327	0.542	0.542	0.355	0.897
4874	67.620	0.476	0.619	0.421	0.898
5396	68.040	0.661	0.610	0.237	0.898
4766	69.807	0.543	1.532	0.355	0.898
4577	68.690	0.474	1.609	0.424	0.898
1250	68.180	0.516	0.552	0.382	0.898
9818	67.160	0.566	0.769	0.333	0.899
4340	67.940	0.479	0.777	0.421	0.899
8900	69.200	0.509	0.570	0.390	0.899
11602	69.280	0.510	0.558	0.390	0.900
13139	67.490	0.495	0.676	0.405	0.900
15186	70.380	0.475	2.520	0.425	0.900
5436	68.740	0.482	0.598	0.418	0.900
7697	64.320	0.513	0.707	0.387	0.900
9104	64.480	0.533	0.742	0.367	0.900
4044	69.830	0.476	1.642	0.425	0.900
7160	69.090	0.503	0.530	0.397	0.901
1067	65.060	0.528	0.709	0.373	0.901
9146	68.780	0.763	0.566	0.138	0.901
13066	65.560	0.537	0.723	0.364	0.901
13607	68.720	0.477	2.489	0.425	0.901
3660	65.090	0.529	0.665	0.372	0.902
13898	67.627	0.490	0.680	0.412	0.902
2178	67.647	0.510	0.519	0.391	0.902
13084	64.480	0.563	0.727	0.339	0.902
13503	70.020	0.477	1.614	0.425	0.902
5061	63.300	0.559	0.728	0.344	0.903
4084	65.160	0.651	0.556	0.252	0.903
4313	64.193	0.536	0.722	0.367	0.903
9621	64.980	0.478	1.561	0.425	0.903
6836	64.870	0.506	0.615	0.398	0.904
5066	69.470	0.486	2.506	0.417	0.904
11090	63.650	0.512	0.533	0.392	0.904
12759	70.760	0.478	2.553	0.426	0.904
14314	66.740	0.494	2.474	0.410	0.904
4693	69.820	0.484	1.609	0.420	0.904
15176	64.047	0.527	0.714	0.378	0.904
11078	63.893	0.589	0.718	0.316	0.904
23	63.233	0.515	0.723	0.389	0.904
3358	63.710	0.528	0.680	0.377	0.905
9741	66.240	0.497	0.556	0.407	0.905
11725	62.400	0.529	0.518	0.377	0.905
8796	66.213	0.560	0.691	0.345	0.905
59	62.107	0.542	0.714	0.364	0.905
4125	68.460	0.482	3.525	0.424	0.906
12833	61.080	0.559	0.728	0.347	0.906
15142	69.200	0.482	1.562	0.424	0.907
9310	65.560	0.482	1.475	0.424	0.907
14609	69.620	0.482	2.590	0.425	0.907
14338	69.120	0.499	0.594	0.407	0.907
4019	66.707	0.622	0.769	0.285	0.907
10206	68.710	0.487	1.557	0.420	0.907
3922	68.293	0.654	0.574	0.254	0.907
1256	68.987	0.511	2.515	0.397	0.908
840	69.853	0.482	2.500	0.426	0.908
4037	69.110	0.493	1.624	0.415	0.908
6886	68.640	0.487	1.542	0.421	0.908
10410	62.280	0.604	0.692	0.304	0.909
8990	64.287	0.598	0.534	0.310	0.909
6108	65.993	0.599	0.692	0.310	0.909
413	69.060	0.502	1.569	0.407	0.909
7653	66.800	0.513	0.635	0.396	0.909
7898	67.170	0.759	1.018	0.150	0.909
13959	68.513	0.487	1.589	0.422	0.909
4883	67.913	0.493	0.752	0.416	0.909
3128	67.767	0.492	0.585	0.417	0.909
10007	71.260	0.489	2.560	0.421	0.910
5822	68.330	0.829	0.682	0.081	0.910
14633	68.520	0.487	1.657	0.423	0.910
15170	67.760	0.548	0.552	0.362	0.910
963	66.627	0.542	0.728	0.369	0.911
13546	64.080	0.568	0.732	0.343	0.911
1641	65.207	0.659	0.727	0.252	0.911
9091	66.470	0.591	0.632	0.321	0.912
9463	69.310	0.487	2.493	0.425	0.912
15562	65.740	0.653	0.654	0.259	0.912
14244	64.710	0.497	2.453	0.415	0.912
14740	69.580	0.493	0.587	0.419	0.912
808	68.713	0.503	1.556	0.410	0.912
1499	67.900	0.507	0.580	0.407	0.914
3240	67.293	0.707	0.588	0.207	0.914
12704	63.180	0.511	0.718	0.403	0.914
5296	67.940	0.491	0.773	0.423	0.914
4264	68.500	0.489	1.558	0.426	0.914
6554	67.930	0.501	0.675	0.413	0.914
15079	63.130	0.492	0.608	0.423	0.915
8834	67.660	0.509	0.630	0.406	0.915
14377	69.220	0.489	0.642	0.426	0.915
7845	68.047	0.499	1.506	0.417	0.916
13221	64.780	0.567	0.713	0.348	0.916
695	69.720	0.491	1.560	0.425	0.916
12248	68.100	0.493	0.676	0.423	0.916
13589	64.893	0.546	0.735	0.370	0.916
4276	65.840	0.507	0.562	0.409	0.916
7162	67.230	0.574	0.584	0.343	0.916
6030	68.230	0.492	1.622	0.424	0.917
9038	68.247	0.501	0.606	0.416	0.917
9445	64.410	0.704	0.562	0.213	0.917
5512	69.147	0.501	2.537	0.417	0.918
3748	69.180	0.495	0.588	0.423	0.918
2637	64.780	0.566	1.491	0.352	0.918
4307	68.793	0.506	1.551	0.412	0.919
14543	62.760	0.524	0.703	0.395	0.919
9305	64.960	0.583	0.650	0.336	0.919
15245	62.520	0.497	0.739	0.422	0.919
10417	65.140	0.498	1.535	0.422	0.920
12304	64.530	0.548	0.540	0.372	0.920
7646	65.190	0.577	0.693	0.343	0.920
12428	64.180	0.505	0.558	0.415	0.920
10623	63.070	0.539	0.702	0.381	0.920
1075	65.280	0.519	0.535	0.402	0.921
13242	64.580	0.646	0.651	0.275	0.921
5099	68.287	0.512	0.599	0.410	0.921
8297	62.530	0.547	0.525	0.374	0.921
9936	68.530	0.514	0.656	0.408	0.922
14854	65.800	0.622	0.639	0.299	0.922
9574	67.120	0.499	0.676	0.423	0.922
13189	54.960	0.533	0.589	0.389	0.922
5382	69.710	0.497	1.613	0.425	0.922
9539	67.300	0.581	0.612	0.342	0.923
128	67.600	0.506	0.679	0.417	0.923
14486	60.787	0.541	0.494	0.383	0.923
2928	67.247	0.499	0.523	0.424	0.923
2720	70.400	0.503	2.560	0.420	0.923
11796	70.830	0.502	0.595	0.421	0.924
5941	64.420	0.562	0.682	0.361	0.924
268	68.460	0.533	1.577	0.390	0.924
429	65.033	0.632	0.627	0.292	0.924
12422	63.220	0.598	0.595	0.326	0.924
8373	57.250	0.529	0.604	0.395	0.924
6134	69.200	0.562	0.514	0.362	0.924
7822	61.733	0.538	0.519	0.387	0.924
1100	64.367	0.549	0.589	0.375	0.924
12317	62.580	0.505	0.667	0.420	0.925
7818	64.040	0.550	0.712	0.375	0.925
9069	67.370	0.662	0.590	0.262	0.925
14488	64.767	0.509	0.689	0.416	0.925
12201	70.370	0.499	2.568	0.426	0.925
8742	63.470	0.521	0.728	0.404	0.925
7972	66.927	0.570	0.686	0.356	0.926
4209	69.800	0.502	1.613	0.424	0.926
14686	68.520	0.504	1.572	0.422	0.926
3645	67.127	0.502	0.751	0.425	0.926
4187	64.520	0.560	0.650	0.366	0.926
12959	64.950	0.519	0.661	0.408	0.927
14391	61.340	0.561	0.728	0.366	0.927
2213	70.293	0.504	1.592	0.424	0.928
11769	68.410	0.574	0.539	0.355	0.929
9685	69.270	0.510	1.590	0.418	0.929
10343	64.220	0.505	0.516	0.424	0.929
15291	69.320	0.506	2.592	0.423	0.929
14830	68.447	0.544	0.624	0.386	0.930
787	67.993	0.514	0.634	0.416	0.930
2397	62.967	0.581	0.714	0.349	0.930
984	62.213	0.572	0.683	0.358	0.930
11401	69.740	0.511	1.548	0.419	0.930
7079	69.460	0.515	1.559	0.417	0.932
13437	62.050	0.547	0.702	0.385	0.932
15477	53.300	0.519	0.521	0.413	0.932
6451	63.880	0.576	0.689	0.355	0.932
9375	69.340	0.508	1.554	0.424	0.932
19	61.360	0.595	0.559	0.337	0.932
2216	62.127	0.515	0.603	0.417	0.932
3565	64.467	0.595	0.723	0.337	0.932
2626	65.053	0.513	1.510	0.419	0.932
14705	67.380	0.524	0.633	0.408	0.932
1186	64.807	0.627	0.642	0.305	0.932
9836	69.780	0.511	1.582	0.422	0.932
4898	63.380	0.559	0.524	0.374	0.933
3353	60.960	0.603	0.737	0.330	0.933
6912	63.893	0.673	0.729	0.260	0.933
8052	69.530	0.510	1.562	0.423	0.933
5169	69.440	0.510	1.592	0.423	0.933
15534	63.420	0.547	0.676	0.386	0.934
5212	64.873	0.593	0.764	0.341	0.934
775	63.253	0.715	0.585	0.219	0.934
9965	64.760	0.516	1.538	0.418	0.934
12488	67.953	0.525	0.705	0.409	0.934
15394	68.240	0.510	1.554	0.424	0.935
3757	65.430	0.556	0.672	0.379	0.935
14509	64.073	0.611	0.736	0.324	0.935
4613	68.080	0.512	1.561	0.423	0.935
9462	67.150	0.514	0.425	0.421	0.935
8483	69.460	0.510	1.562	0.426	0.935
11710	65.380	0.513	2.616	0.422	0.936
7449	63.473	0.565	0.691	0.371	0.936
5267	65.170	0.576	0.697	0.360	0.936
12401	65.520	0.521	2.529	0.416	0.936
4530	65.610	0.539	0.563	0.398	0.936
5103	66.827	0.561	0.548	0.375	0.936
6364	67.780	0.526	0.674	0.411	0.937
1666	64.420	0.630	0.633	0.307	0.937
6313	63.267	0.691	0.638	0.246	0.937
9195	59.620	0.581	0.721	0.356	0.937
9363	67.640	0.646	0.703	0.291	0.938
8029	64.030	0.561	0.651	0.377	0.938
3402	62.390	0.635	0.703	0.302	0.938
12714	67.240	0.535	0.587	0.403	0.938
13772	64.447	0.536	0.697	0.401	0.938
10977	63.390	0.576	0.731	0.362	0.938
14828	63.887	0.626	0.736	0.313	0.938
8362	63.150	0.513	0.609	0.425	0.938
12922	70.580	0.522	2.544	0.417	0.938
5430	67.893	0.521	0.633	0.418	0.939
6904	69.390	0.515	1.552	0.424	0.939
5579	62.080	0.521	0.606	0.418	0.939
14473	69.667	0.513	2.491	0.426	0.939
14331	69.160	0.571	0.749	0.369	0.939
3265	53.820	0.549	0.598	0.390	0.939
1282	60.633	0.635	0.663	0.305	0.940
7314	60.460	0.548	0.691	0.391	0.940
7136	69.750	0.517	1.526	0.423	0.940
1043	65.147	0.536	0.590	0.404	0.940
820	63.580	0.566	0.731	0.374	0.940
9986	68.560	0.521	0.584	0.419	0.940
7416	66.620	0.603	0.695	0.337	0.941
15167	64.980	0.613	0.737	0.328	0.941
14386	67.740	0.550	1.474	0.391	0.941
1595	62.600	0.526	0.514	0.415	0.941
10531	67.033	0.601	0.525	0.340	0.942
11843	68.133	0.520	1.634	0.422	0.942
11854	64.330	0.774	0.561	0.168	0.942
4449	67.420	0.520	0.596	0.422	0.942
1303	69.780	0.535	3.511	0.408	0.943
7787	63.800	0.552	0.727	0.391	0.943
3381	67.910	0.568	0.544	0.375	0.943
3780	68.920	0.597	1.507	0.346	0.943
9050	66.120	0.569	0.735	0.374	0.943
10170	65.140	0.644	0.729	0.300	0.943
13806	64.727	0.548	0.627	0.396	0.943
5106	61.860	0.630	0.704	0.314	0.943
6835	69.370	0.519	1.524	0.425	0.944
13302	66.533	0.572	0.685	0.372	0.944
6947	62.420	0.608	0.713	0.336	0.944
6772	65.127	0.525	1.503	0.419	0.944
14285	64.760	0.608	0.632	0.336	0.944
9003	64.820	0.601	0.727	0.343	0.944
8818	62.390	0.523	0.609	0.422	0.944
9324	66.400	0.599	0.762	0.345	0.944
9129	69.200	0.520	1.521	0.424	0.944
2333	66.673	0.573	0.688	0.372	0.945
7149	68.430	0.522	0.586	0.423	0.945
12948	65.070	0.523	1.508	0.422	0.946
11085	66.170	0.538	1.544	0.407	0.946
10943	62.407	0.660	0.722	0.286	0.946
12490	62.920	0.558	0.716	0.388	0.946
7266	49.980	0.585	0.448	0.361	0.946
3977	69.873	0.522	1.627	0.425	0.946
5083	67.053	0.565	0.698	0.381	0.946
7129	70.430	0.523	2.587	0.424	0.947
8651	67.010	0.738	0.635	0.208	0.947
9453	67.120	0.611	0.652	0.336	0.947
805	66.240	0.702	0.736	0.245	0.947
2918	66.593	0.523	0.687	0.424	0.948
4866	67.140	0.697	0.648	0.251	0.948
6857	62.500	0.527	1.504	0.421	0.948
9066	65.373	0.672	0.736	0.276	0.948
2697	66.780	0.525	0.522	0.423	0.948
6526	65.850	0.602	0.717	0.346	0.948
8340	66.400	0.569	0.556	0.379	0.948
6444	69.360	0.527	1.529	0.421	0.948
2756	63.133	0.583	0.546	0.366	0.949
8802	66.640	0.547	0.554	0.402	0.949
13298	63.250	0.566	0.720	0.383	0.949
5479	65.260	0.574	0.688	0.375	0.949
1165	68.993	0.528	1.671	0.421	0.949
7005	66.527	0.630	0.741	0.320	0.949
4047	66.290	0.551	0.548	0.399	0.950
11940	66.460	0.808	0.527	0.142	0.950
14475	69.107	0.530	1.593	0.421	0.950
4773	65.413	0.559	0.737	0.391	0.950
6709	67.387	0.749	0.787	0.202	0.951
3769	68.187	0.557	0.703	0.394	0.951
4974	68.820	0.541	0.624	0.409	0.951
15363	70.790	0.527	0.594	0.424	0.951
1812	68.447	0.600	0.557	0.351	0.951
11639	63.887	0.799	0.832	0.152	0.951
15129	69.340	0.587	1.588	0.364	0.951
14835	66.707	0.588	0.691	0.363	0.951
11873	62.750	0.626	0.720	0.325	0.951
1379	65.447	0.535	1.491	0.417	0.951
8763	66.600	0.529	1.588	0.422	0.952
5965	55.107	0.661	0.616	0.291	0.952
4856	69.570	0.527	2.543	0.425	0.952
11553	65.360	0.581	0.617	0.371	0.952
13790	64.227	0.560	0.700	0.392	0.952
11637	68.993	0.527	1.681	0.425	0.952
3194	63.513	0.573	0.668	0.380	0.952
3165	65.827	0.637	0.720	0.316	0.952
4836	65.430	0.550	0.674	0.402	0.953
12660	66.570	0.541	1.515	0.412	0.953
7038	64.313	0.605	0.728	0.349	0.953
14576	59.280	0.571	0.675	0.382	0.953
7868	67.953	0.609	1.577	0.345	0.954
13428	63.500	0.592	0.516	0.362	0.954
2021	62.040	0.597	0.520	0.357	0.954
1563	66.360	0.583	0.568	0.371	0.954
3300	69.873	0.533	2.633	0.421	0.954
12569	68.410	0.529	1.541	0.425	0.955
5482	67.520	0.684	0.649	0.271	0.955
10138	68.840	0.531	1.588	0.424	0.955
13720	67.900	0.544	0.749	0.411	0.955
13253	60.980	0.580	0.701	0.376	0.955
14758	65.320	0.658	0.537	0.297	0.955
12655	65.400	0.611	0.723	0.344	0.955
13912	62.493	0.586	0.679	0.369	0.956
8105	68.447	0.643	0.665	0.313	0.956
9939	57.020	0.618	0.675	0.337	0.956
870	66.907	0.597	0.618	0.359	0.956
11614	69.740	0.563	1.625	0.394	0.956
7134	69.840	0.531	1.632	0.426	0.957
12287	62.270	0.533	0.516	0.423	0.957
11440	68.067	0.580	0.634	0.377	0.957
5330	63.760	0.578	0.592	0.379	0.957
10414	68.667	0.543	0.599	0.414	0.957
2255	67.653	0.632	0.614	0.325	0.957
10811	69.350	0.544	1.548	0.414	0.957
1668	68.900	0.534	2.576	0.423	0.958
7847	66.973	0.540	1.531	0.418	0.958
11632	63.540	0.580	0.694	0.377	0.958
5718	69.573	0.534	1.613	0.424	0.958
9667	63.380	0.579	0.682	0.379	0.958
10348	64.270	0.563	0.646	0.395	0.958
3170	69.180	0.549	1.590	0.409	0.958
368	63.640	0.561	0.684	0.397	0.958
3173	67.487	0.612	0.595	0.347	0.959
3912	68.267	0.544	1.573	0.415	0.959
6552	66.880	0.597	0.785	0.362	0.959
14668	67.620	0.669	0.633	0.290	0.959
7053	61.247	0.570	0.716	0.390	0.959
14365	64.740	0.682	0.612	0.277	0.960
1150	63.553	0.635	0.665	0.325	0.960
12931	62.820	0.657	0.704	0.303	0.960
10381	66.440	0.613	0.651	0.348	0.960
14045	67.827	0.553	1.483	0.407	0.960
1013	69.767	0.536	2.516	0.425	0.961
8134	68.430	0.535	1.592	0.426	0.961
5792	63.013	0.587	0.716	0.374	0.961
307	67.790	0.607	0.629	0.354	0.961
2963	69.320	0.538	1.625	0.424	0.961
3844	68.540	0.548	2.518	0.413	0.961
9199	65.670	0.557	0.554	0.404	0.961
14720	69.900	0.535	2.526	0.426	0.961
14892	64.480	0.541	1.538	0.421	0.961
3570	63.460	0.629	0.539	0.332	0.961
8118	62.340	0.571	0.721	0.391	0.961
4905	54.440	0.596	0.582	0.366	0.962
13640	69.280	0.553	1.619	0.410	0.962
9704	63.227	0.589	0.722	0.374	0.962
14168	68.660	0.634	0.592	0.328	0.963
1462	70.707	0.539	3.519	0.423	0.963
4957	68.320	0.628	0.635	0.335	0.963
12888	68.650	0.654	0.647	0.309	0.963
12480	62.673	0.554	0.547	0.409	0.963
2649	63.980	0.696	0.718	0.267	0.963
14031	67.750	0.635	0.651	0.329	0.963
3273	67.400	0.608	0.767	0.355	0.963
13331	63.050	0.707	0.559	0.256	0.964
4079	67.190	0.570	0.677	0.393	0.964
12386	65.560	0.606	0.738	0.358	0.964
7642	63.870	0.574	0.725	0.390	0.964
4310	63.880	0.653	0.641	0.311	0.964
11082	65.920	0.635	0.639	0.329	0.964
14501	67.273	0.699	0.696	0.265	0.964
8843	67.260	0.704	0.545	0.260	0.964
13909	64.267	0.559	0.624	0.405	0.964
10655	64.390	0.549	1.600	0.415	0.964
8259	67.513	0.581	0.587	0.383	0.964
6329	69.047	0.542	0.623	0.422	0.964
7568	56.653	0.625	0.672	0.339	0.965
10871	63.950	0.568	0.612	0.396	0.965
8511	58.320	0.587	0.677	0.378	0.965
13182	65.940	0.670	0.729	0.295	0.965
1115	67.040	0.634	0.596	0.331	0.965
2809	67.113	0.540	0.588	0.426	0.966
11795	65.830	0.661	0.753	0.304	0.966
11617	68.620	0.544	1.671	0.422	0.966
10826	65.120	0.572	0.688	0.394	0.966
14534	62.180	0.574	0.517	0.392	0.966
13398	68.860	0.618	0.592	0.348	0.966
9255	67.260	0.673	0.710	0.293	0.966
5096	66.907	0.592	0.637	0.374	0.966
13426	67.150	0.543	2.498	0.424	0.967
