the max acc is 9930
no.	acc	ninas	ntk	tot
9930	73.493	1.400	0.425	1.825
===========================================================================
the problems are here (45):
no.	acc	ninas	ntk	tot
423	51.880	-0.313	0.296	-0.834	-1.147
7509	56.027	-0.382	0.193	-0.765	-1.147
8390	56.390	-0.325	0.256	-0.821	-1.146
7554	66.927	-1.561	-0.386	0.418	-1.143
8918	61.480	-1.551	-0.418	0.409	-1.142
8318	55.740	-0.277	0.269	-0.862	-1.139
8789	60.690	0.404	1.192	-1.541	-1.137
8951	57.167	-0.179	0.308	-0.957	-1.136
156	56.500	-1.024	-0.968	-0.111	-1.135
4081	54.480	-0.294	0.284	-0.838	-1.132
757	55.710	-0.370	0.265	-0.762	-1.131
14052	61.760	-1.550	-1.360	0.418	-1.131
5136	61.727	-1.550	-1.357	0.419	-1.131
12694	61.940	-1.546	-1.358	0.419	-1.127
10730	61.327	-0.016	0.510	-1.109	-1.125
5870	54.027	-1.058	-0.976	-0.065	-1.123
14839	66.567	-1.543	-1.354	0.421	-1.122
9147	55.910	-0.998	-0.978	-0.124	-1.121
408	62.400	-0.820	-1.320	-0.297	-1.116
357	56.040	-0.336	0.185	-0.779	-1.115
9318	62.780	-1.539	-0.418	0.425	-1.114
10926	64.500	-1.486	0.507	0.376	-1.110
14600	56.080	-0.395	0.201	-0.714	-1.109
12204	58.227	0.074	0.508	-1.182	-1.108
337	61.640	-0.067	0.493	-1.040	-1.107
11727	67.400	-1.527	-1.354	0.420	-1.107
835	61.753	-1.528	-1.358	0.421	-1.106
10438	56.247	-0.396	0.237	-0.708	-1.104
1517	63.780	-1.525	-0.418	0.422	-1.103
6207	61.890	-1.522	-0.421	0.419	-1.103
8795	61.147	-0.131	-0.075	-0.972	-1.103
7285	57.773	-0.137	0.319	-0.965	-1.101
7176	70.580	-1.526	2.543	0.426	-1.101
5145	56.333	-0.361	0.231	-0.737	-1.098
3790	57.680	-0.969	-0.955	-0.129	-1.098
2309	57.993	-0.288	0.308	-0.807	-1.095
13490	59.600	-0.141	0.349	-0.952	-1.093
324	53.250	-0.312	-0.084	-0.781	-1.093
155	56.533	-0.558	0.233	-0.532	-1.091
6094	62.280	-1.507	-1.357	0.418	-1.090
6262	69.533	-1.513	1.556	0.424	-1.090
6241	64.540	-1.507	0.482	0.418	-1.089
11466	47.490	-0.265	0.202	-0.822	-1.087
2717	57.740	-0.287	0.219	-0.798	-1.085
4126	63.360	-1.509	-1.357	0.425	-1.084
9098	69.090	-1.506	1.557	0.424	-1.081
3237	68.840	-1.499	1.643	0.418	-1.081
2	54.300	-0.381	0.296	-0.696	-1.077
11028	55.740	-0.330	0.227	-0.747	-1.077
267	67.507	-1.496	0.561	0.420	-1.076
10535	62.213	-1.433	-1.359	0.359	-1.075
13346	62.360	-1.495	-1.357	0.421	-1.074
14063	61.787	-1.451	-0.431	0.380	-1.071
15047	57.000	-0.338	0.295	-0.732	-1.070
3544	56.067	-1.042	-0.955	-0.028	-1.070
11033	62.560	-1.484	-1.357	0.417	-1.067
6127	52.350	-0.994	-1.264	-0.072	-1.066
3064	61.210	-0.142	-0.086	-0.923	-1.066
14097	62.133	-1.490	-1.286	0.425	-1.065
3644	61.953	-1.483	-1.358	0.418	-1.065
9113	62.400	-1.483	-1.357	0.420	-1.064
4261	51.200	-1.033	-1.336	-0.031	-1.063
11245	64.500	-1.486	-0.420	0.423	-1.063
7366	55.060	-0.244	-0.073	-0.818	-1.063
4438	67.073	-1.479	-1.354	0.422	-1.057
9151	58.553	-0.177	0.332	-0.875	-1.052
10461	57.167	-0.218	0.284	-0.833	-1.051
2039	56.913	-0.379	0.219	-0.671	-1.050
6866	56.600	-0.309	0.328	-0.741	-1.050
9918	59.907	-0.246	0.310	-0.803	-1.049
4025	62.620	-1.472	-1.357	0.424	-1.048
922	50.287	-0.559	0.245	-0.488	-1.047
10453	57.973	-0.389	0.260	-0.657	-1.046
286	57.400	-0.358	0.242	-0.683	-1.041
13590	54.020	-0.444	0.179	-0.595	-1.038
9877	67.107	-1.455	-1.354	0.417	-1.038
10698	59.700	-0.218	0.277	-0.820	-1.038
5516	67.373	-1.455	-1.354	0.418	-1.037
6910	61.190	-1.454	-1.360	0.419	-1.035
7320	54.220	-0.463	0.234	-0.569	-1.033
1882	62.440	-1.457	-1.358	0.425	-1.032
0	52.700	-0.250	0.246	-0.779	-1.029
8859	68.207	-1.446	0.599	0.419	-1.028
1018	67.367	-1.449	-1.354	0.421	-1.028
12237	55.800	-1.043	-0.971	0.016	-1.027
589	64.947	-0.048	-0.036	-0.979	-1.027
14440	67.133	-1.451	-1.355	0.424	-1.027
5737	56.427	-0.238	0.223	-0.789	-1.026
4262	66.740	-1.448	-1.354	0.424	-1.024
639	58.320	-0.220	0.323	-0.803	-1.024
10546	69.280	-1.440	0.609	0.422	-1.018
926	55.747	-0.221	0.260	-0.793	-1.014
4096	58.190	-0.405	0.220	-0.608	-1.013
4724	63.667	-0.453	-0.453	-0.560	-1.013
15069	58.173	-0.142	0.296	-0.871	-1.013
8896	63.160	-0.218	-0.090	-0.795	-1.013
15137	62.660	-1.433	-1.357	0.421	-1.012
6159	62.530	-1.417	-1.359	0.407	-1.010
2992	62.560	-1.432	-1.359	0.422	-1.010
5908	67.253	-1.433	-1.354	0.424	-1.009
3249	61.873	-1.416	-1.357	0.411	-1.006
14192	67.087	-1.427	-1.354	0.422	-1.005
4572	68.320	-1.429	0.626	0.424	-1.005
126	51.747	-0.337	0.154	-0.668	-1.005
236	61.760	-1.390	-1.360	0.386	-1.004
5586	67.013	-1.426	-0.386	0.422	-1.004
5262	69.070	-1.426	1.526	0.425	-1.001
3087	61.860	-1.420	-1.358	0.419	-1.001
14966	66.953	-1.421	-1.354	0.421	-1.000
630	67.493	-1.419	-1.354	0.423	-0.996
2537	67.193	-1.419	-1.354	0.423	-0.996
4937	67.200	-1.414	-1.354	0.419	-0.996
10776	56.150	-0.178	0.262	-0.818	-0.996
3791	57.160	-1.412	-0.434	0.416	-0.995
10610	58.010	-0.291	0.314	-0.704	-0.995
13808	53.160	-0.368	0.236	-0.627	-0.995
9948	62.810	-1.417	-1.358	0.423	-0.995
3241	55.967	-0.311	0.223	-0.683	-0.994
2043	58.993	-0.184	0.257	-0.810	-0.994
8893	59.107	-0.271	0.273	-0.722	-0.993
5760	64.320	-0.867	-1.325	-0.125	-0.992
3656	58.533	-0.258	0.312	-0.732	-0.990
14750	62.640	-1.409	-1.356	0.420	-0.990
1695	50.913	-0.292	0.190	-0.692	-0.984
11914	64.120	-0.152	-0.028	-0.832	-0.984
14810	68.700	-1.402	0.584	0.419	-0.983
891	66.787	-1.406	-1.354	0.424	-0.983
4421	58.267	-0.341	0.276	-0.639	-0.980
13972	62.830	-1.393	-1.358	0.414	-0.979
4484	67.067	-1.400	-1.354	0.421	-0.978
1839	56.400	-0.150	0.338	-0.828	-0.978
9880	68.660	-1.400	0.584	0.425	-0.975
5746	57.440	-0.448	0.194	-0.526	-0.974
6502	56.970	-0.344	0.280	-0.630	-0.974
8258	55.433	-0.352	0.202	-0.622	-0.974
11984	57.680	-0.363	0.225	-0.611	-0.974
10488	62.680	-1.397	-1.357	0.424	-0.973
13297	67.150	-1.394	-1.354	0.422	-0.972
10651	57.100	-0.271	0.257	-0.701	-0.972
4400	61.580	0.031	0.505	-1.002	-0.971
14460	56.700	-0.337	0.215	-0.634	-0.971
6510	52.310	-0.361	0.230	-0.610	-0.971
5209	55.707	-0.139	0.311	-0.830	-0.969
6845	66.860	-1.386	-1.354	0.420	-0.966
4699	53.247	-0.475	0.258	-0.489	-0.963
9461	58.710	-0.295	0.279	-0.669	-0.963
8864	58.413	-0.270	0.300	-0.692	-0.962
6190	58.570	-1.364	-0.432	0.403	-0.962
1449	67.080	-1.384	-1.354	0.424	-0.960
13407	58.700	-0.310	0.183	-0.649	-0.959
5674	67.020	-1.382	-1.354	0.424	-0.958
9231	39.320	-1.282	-1.483	0.324	-0.958
12735	64.320	-1.381	-0.420	0.423	-0.958
13285	63.490	-1.351	-0.417	0.395	-0.956
11054	58.950	-0.898	-0.948	-0.055	-0.953
9590	65.040	-1.355	1.482	0.402	-0.953
2351	55.133	-0.342	0.238	-0.609	-0.951
14402	58.670	-0.152	0.479	-0.798	-0.949
3409	62.670	-1.372	-1.358	0.423	-0.949
13010	65.310	-1.356	-0.411	0.407	-0.949
5867	59.767	-0.040	0.509	-0.908	-0.948
13952	58.473	-0.331	0.246	-0.615	-0.946
516	55.567	-0.437	0.297	-0.505	-0.942
8495	57.520	-0.319	0.293	-0.623	-0.942
12810	63.020	-1.362	-1.357	0.421	-0.940
11562	62.573	-1.363	-1.358	0.423	-0.940
13569	57.000	-0.356	0.209	-0.584	-0.940
7044	66.613	-1.359	-1.354	0.421	-0.939
11666	57.293	-0.307	0.258	-0.631	-0.938
14637	60.080	-0.952	-1.335	0.015	-0.937
3307	62.500	-1.359	-1.357	0.423	-0.936
6624	62.680	-1.359	-1.357	0.423	-0.936
10899	56.767	-0.289	0.234	-0.647	-0.936
2055	67.173	-1.361	-1.354	0.425	-0.936
5415	61.240	-1.356	-1.359	0.422	-0.934
404	67.293	-1.355	-1.355	0.422	-0.933
12523	67.190	-1.353	-1.354	0.420	-0.932
10509	57.740	-0.327	0.293	-0.605	-0.932
5509	67.967	-1.353	0.594	0.422	-0.932
1373	57.767	-0.397	0.242	-0.535	-0.931
7484	64.460	-1.351	-0.411	0.420	-0.930
14084	68.907	-1.352	0.595	0.422	-0.930
1038	67.453	-1.355	-1.354	0.425	-0.930
6953	66.900	-1.354	-1.354	0.424	-0.930
6426	58.650	-1.347	-0.442	0.419	-0.928
2551	64.460	-1.351	0.557	0.424	-0.927
14671	56.920	-0.226	0.288	-0.701	-0.926
7251	57.973	-0.201	0.258	-0.724	-0.925
798	62.067	-1.347	-1.358	0.423	-0.925
15182	66.840	-1.327	1.490	0.402	-0.925
6437	62.520	-1.348	-1.358	0.424	-0.925
12331	52.360	-0.332	0.266	-0.592	-0.924
2443	62.300	-1.342	-1.357	0.418	-0.923
10583	66.620	0.128	0.531	-1.051	-0.923
8872	61.600	-1.346	-0.420	0.423	-0.923
13906	61.820	-1.345	0.493	0.423	-0.922
6175	55.220	-0.319	0.218	-0.602	-0.922
5366	57.230	-0.205	0.245	-0.717	-0.921
10181	62.270	-1.345	-1.357	0.425	-0.920
748	58.533	-0.121	0.306	-0.798	-0.919
4943	62.140	-1.343	-1.356	0.424	-0.919
12772	59.740	-0.196	-0.094	-0.722	-0.917
2734	66.967	-1.340	-1.354	0.423	-0.917
2888	67.327	-1.338	-1.354	0.422	-0.916
2206	38.613	-1.266	-1.474	0.350	-0.916
584	55.733	-0.344	0.303	-0.570	-0.914
1550	60.093	-0.218	0.260	-0.694	-0.912
14439	62.153	-1.335	-1.357	0.423	-0.912
3221	39.353	-1.281	-1.478	0.370	-0.911
652	68.767	-1.331	1.525	0.421	-0.911
9775	59.250	-0.217	0.334	-0.694	-0.911
3608	62.773	-1.331	-1.357	0.421	-0.911
15517	64.310	0.154	0.093	-1.063	-0.909
12816	46.480	-1.191	-1.446	0.283	-0.908
14639	64.620	-1.329	-0.417	0.421	-0.908
4769	56.920	-0.308	0.241	-0.599	-0.907
6177	62.620	-1.330	-1.360	0.424	-0.906
1440	64.293	-1.319	1.490	0.414	-0.906
144	56.087	-0.180	0.287	-0.725	-0.905
7398	66.180	-1.330	-1.354	0.426	-0.905
12282	56.950	-0.480	0.244	-0.424	-0.904
2341	47.247	-1.163	-1.445	0.259	-0.903
1159	57.147	-0.265	0.264	-0.636	-0.901
2398	62.027	-1.321	-1.360	0.421	-0.900
3898	67.213	-1.320	-1.354	0.420	-0.899
3185	57.440	-0.253	0.220	-0.645	-0.898
9522	64.670	-1.321	-0.418	0.424	-0.897
2606	67.727	-1.321	0.603	0.425	-0.896
2207	66.293	-1.316	-1.354	0.420	-0.896
13793	62.220	-1.310	-1.357	0.416	-0.895
2958	58.540	0.183	0.485	-1.077	-0.895
14936	67.140	-1.316	-1.354	0.423	-0.894
8558	58.007	-0.289	0.270	-0.605	-0.894
477	57.427	-1.309	-0.434	0.418	-0.891
14772	39.660	-1.250	-1.455	0.358	-0.891
4555	61.880	-1.315	-1.357	0.424	-0.891
14199	62.907	-1.311	-1.357	0.423	-0.888
7218	67.210	-1.309	-1.354	0.424	-0.885
9145	55.040	-1.201	-1.315	0.316	-0.884
11314	56.740	-0.201	0.211	-0.683	-0.884
6946	67.233	-1.308	-1.354	0.424	-0.884
15009	62.773	-1.300	-1.359	0.416	-0.884
263	67.127	-1.307	-1.354	0.424	-0.883
15207	55.440	-0.264	0.179	-0.618	-0.882
1298	67.273	-1.306	-1.354	0.424	-0.882
6318	52.360	-0.408	0.240	-0.473	-0.882
10055	56.700	-0.422	0.188	-0.459	-0.881
10683	67.510	-1.300	-1.353	0.419	-0.881
13639	61.500	-1.303	-1.357	0.422	-0.880
9516	56.453	-0.256	0.231	-0.623	-0.880
14478	67.260	0.379	0.563	-1.258	-0.879
15210	59.413	-0.246	0.225	-0.631	-0.877
5428	46.480	-1.223	-1.448	0.348	-0.875
8631	59.930	-0.236	0.264	-0.638	-0.874
9075	58.290	-1.280	-0.434	0.407	-0.873
7756	58.340	-0.213	0.329	-0.659	-0.872
15360	62.073	-1.291	-1.357	0.420	-0.871
13500	63.920	-1.292	0.515	0.423	-0.869
8781	62.180	-1.285	-1.357	0.418	-0.867
7938	69.260	-1.291	0.584	0.424	-0.867
8108	62.320	-1.266	-0.427	0.399	-0.867
13828	62.300	-1.278	-1.356	0.413	-0.865
14212	62.093	-1.281	-1.358	0.416	-0.865
10262	62.260	-1.289	-1.359	0.424	-0.864
12723	66.820	-1.282	-1.354	0.418	-0.864
3671	57.350	-0.736	-1.392	-0.127	-0.864
5702	61.330	-0.766	-1.338	-0.098	-0.863
13240	62.900	-1.284	-1.359	0.421	-0.863
13087	47.100	-1.244	-1.470	0.382	-0.863
557	56.793	-0.229	0.253	-0.631	-0.860
7853	55.060	-0.211	0.220	-0.649	-0.860
8327	57.870	-1.283	0.521	0.423	-0.860
11673	54.960	-0.410	0.261	-0.449	-0.859
6790	47.520	-1.213	-1.449	0.354	-0.859
8944	67.000	-1.276	-1.355	0.418	-0.858
11189	66.480	-1.277	0.519	0.420	-0.858
5717	59.330	-0.346	0.305	-0.512	-0.857
5865	39.913	-1.224	-1.466	0.368	-0.856
298	62.410	-0.083	-0.060	-0.772	-0.855
13516	67.060	-1.274	-1.354	0.419	-0.855
6429	47.020	-1.170	-1.450	0.315	-0.855
7582	46.510	-1.228	-1.467	0.373	-0.855
8706	46.807	-1.148	-1.451	0.293	-0.854
14818	57.700	-0.420	0.286	-0.434	-0.854
13476	62.300	-1.277	-1.357	0.423	-0.853
2081	60.207	-0.241	0.278	-0.613	-0.853
6029	47.180	-1.125	-1.448	0.272	-0.853
15033	66.687	-1.277	-1.354	0.424	-0.853
8661	62.420	-1.274	-1.357	0.422	-0.852
2437	58.507	-0.431	0.226	-0.419	-0.850
15409	47.400	-1.211	-1.453	0.362	-0.849
13849	62.967	-0.235	-0.078	-0.614	-0.849
7790	66.880	-1.272	-1.354	0.423	-0.849
12264	64.110	-1.267	-0.419	0.418	-0.849
15317	62.900	-1.274	-1.357	0.425	-0.849
284	61.680	-1.259	-1.357	0.411	-0.848
4761	68.827	-1.269	0.626	0.423	-0.846
3914	57.867	-1.055	-1.336	0.210	-0.845
13083	39.880	-1.179	-1.457	0.334	-0.845
4282	62.240	-1.269	-1.358	0.425	-0.844
11807	69.280	-1.267	1.552	0.424	-0.844
5086	61.827	-1.265	-1.357	0.423	-0.842
11707	62.013	-1.260	-1.359	0.418	-0.841
11316	57.367	-0.346	0.202	-0.494	-0.840
14310	67.440	-1.259	-1.354	0.419	-0.840
15564	51.240	-1.252	1.426	0.412	-0.839
15555	66.840	-1.262	-1.354	0.422	-0.839
4922	40.070	-1.222	-1.478	0.384	-0.838
10160	39.730	-1.168	-1.481	0.330	-0.838
13929	67.153	-1.261	-0.415	0.424	-0.837
434	55.780	-0.322	0.278	-0.515	-0.837
2022	66.567	-1.247	-1.354	0.412	-0.835
7473	59.187	-0.098	0.268	-0.737	-0.835
13140	63.120	-0.791	-1.323	-0.043	-0.834
13990	66.890	-1.258	-1.354	0.425	-0.834
11756	46.750	-1.115	-1.443	0.282	-0.833
13951	56.927	-0.307	0.280	-0.526	-0.833
3924	63.300	-0.805	-1.254	-0.027	-0.833
10837	67.080	-1.250	-1.354	0.417	-0.833
9409	59.800	-0.737	-0.854	-0.095	-0.832
188	61.047	0.018	0.399	-0.849	-0.831
13313	62.320	-1.255	-1.357	0.424	-0.831
457	58.773	-0.284	0.210	-0.547	-0.831
1207	67.200	-1.252	-1.354	0.422	-0.830
14778	39.360	-1.127	-1.456	0.298	-0.830
6994	68.120	-1.247	-1.354	0.417	-0.830
14171	67.247	-1.253	-1.354	0.424	-0.830
956	62.140	-1.253	-1.357	0.423	-0.829
15307	62.093	-1.237	-1.357	0.408	-0.829
1667	52.380	-0.332	0.210	-0.497	-0.829
4966	52.390	-0.377	0.224	-0.452	-0.829
10717	46.910	-1.112	-1.443	0.284	-0.828
6960	67.600	-1.251	-1.354	0.424	-0.827
12106	67.660	-1.236	-1.354	0.412	-0.825
14525	61.900	-1.232	-1.358	0.408	-0.825
11920	56.880	-1.160	-1.385	0.335	-0.824
9486	62.470	-1.247	-1.357	0.423	-0.824
7375	55.333	-0.197	0.285	-0.627	-0.824
2831	62.087	-1.233	-1.358	0.410	-0.823
6193	67.330	-1.246	-1.354	0.423	-0.823
550	62.093	-1.230	-1.358	0.407	-0.823
1456	57.347	-0.346	0.232	-0.477	-0.823
5102	60.380	-1.206	-1.389	0.383	-0.822
10209	62.440	-1.246	-1.357	0.423	-0.822
8033	47.160	-1.149	-1.474	0.327	-0.822
4700	47.107	-1.132	-1.452	0.309	-0.822
13031	67.220	-1.247	-1.354	0.425	-0.822
6026	67.513	-1.240	-1.354	0.419	-0.822
12387	62.360	-1.245	-1.359	0.424	-0.821
15223	66.900	-1.245	-1.354	0.424	-0.820
10692	63.010	-1.239	-1.357	0.419	-0.820
612	46.813	-1.181	-1.452	0.362	-0.820
7433	51.180	-0.330	0.267	-0.489	-0.819
8810	56.587	-0.297	0.250	-0.522	-0.819
4494	53.690	-0.201	0.282	-0.618	-0.819
5904	56.127	-0.222	0.224	-0.597	-0.819
13438	67.270	-1.238	-1.354	0.420	-0.818
1629	46.587	-1.153	-1.450	0.335	-0.818
624	39.107	-1.183	-1.457	0.365	-0.818
3290	39.800	-1.160	-1.460	0.342	-0.817
4373	57.827	-1.220	-0.441	0.403	-0.817
13015	66.730	-1.241	-1.355	0.424	-0.817
15323	47.247	-1.147	-1.448	0.330	-0.817
10526	58.673	-0.088	0.328	-0.729	-0.816
1894	67.200	-1.236	-1.355	0.419	-0.816
5404	69.720	-1.241	0.588	0.425	-0.816
8013	62.570	-1.232	-1.357	0.417	-0.815
1480	62.440	-1.235	-1.358	0.420	-0.815
6344	47.127	-1.145	-1.445	0.331	-0.815
7441	39.813	-1.167	-1.459	0.354	-0.813
4157	56.480	-0.230	0.327	-0.583	-0.813
12961	47.510	-1.127	-1.449	0.315	-0.813
3813	55.447	-0.192	0.294	-0.620	-0.812
3186	62.053	-1.230	-1.356	0.420	-0.810
2325	56.653	-0.381	0.215	-0.428	-0.809
10822	67.090	-1.233	-1.354	0.424	-0.809
8977	56.060	-0.223	0.211	-0.586	-0.809
10604	67.350	-1.232	-1.354	0.424	-0.807
12826	62.780	-0.100	-0.064	-0.707	-0.807
468	53.433	-0.413	0.241	-0.394	-0.806
8294	63.820	0.136	0.074	-0.941	-0.805
14376	47.367	-1.135	-1.446	0.331	-0.804
8026	67.090	-1.226	-1.354	0.423	-0.803
9128	47.350	-1.109	-1.451	0.307	-0.803
605	54.447	-0.363	0.250	-0.439	-0.802
13721	57.907	-0.414	0.228	-0.388	-0.802
2563	62.887	-0.931	-1.331	0.132	-0.800
6469	47.320	-1.172	-1.473	0.373	-0.799
4764	60.520	-0.065	-0.050	-0.734	-0.799
12951	47.420	-1.146	-1.449	0.348	-0.798
5194	39.333	-1.164	-1.481	0.366	-0.798
15499	62.450	-1.217	-1.357	0.420	-0.797
6717	69.367	-1.222	1.551	0.425	-0.797
5441	65.880	-1.220	-1.354	0.423	-0.797
7283	55.420	-1.219	-0.433	0.422	-0.797
11690	60.240	0.048	0.510	-0.845	-0.796
13998	46.890	-1.145	-1.447	0.349	-0.796
12008	66.913	-1.217	-1.354	0.422	-0.795
9892	47.120	-1.147	-1.448	0.352	-0.795
7496	46.860	-1.092	-1.450	0.298	-0.794
8521	46.740	-1.140	-1.456	0.348	-0.792
2473	66.967	-1.212	-1.354	0.421	-0.791
10062	47.410	-1.126	-1.449	0.335	-0.791
13065	67.100	-1.214	-1.354	0.423	-0.791
3847	66.840	-1.210	-1.354	0.419	-0.790
976	67.000	-1.215	-1.354	0.425	-0.790
4464	58.493	-0.254	0.332	-0.536	-0.790
6566	47.420	-1.079	-1.450	0.289	-0.789
14453	62.620	-1.207	-1.359	0.418	-0.789
13689	67.520	-1.214	-1.354	0.425	-0.789
1146	62.340	-1.199	-1.361	0.411	-0.788
15344	56.500	-0.406	0.283	-0.382	-0.788
13472	61.450	-0.261	-0.089	-0.527	-0.788
13275	62.780	-1.197	-1.359	0.409	-0.788
4065	63.913	-0.844	-1.321	0.056	-0.787
13025	57.273	-0.189	0.269	-0.598	-0.787
14211	46.847	-1.107	-1.452	0.320	-0.787
14177	47.140	-1.139	-1.453	0.352	-0.787
3464	69.840	-1.210	1.591	0.424	-0.786
2964	54.910	-0.281	0.282	-0.505	-0.786
7709	53.200	-0.901	-1.336	0.117	-0.784
7043	67.053	-1.207	-1.354	0.424	-0.784
2979	59.200	-0.324	0.300	-0.460	-0.784
7517	61.387	-1.209	-0.421	0.425	-0.784
5946	62.527	-1.202	-1.357	0.419	-0.783
9642	67.340	-1.206	-1.354	0.423	-0.782
9773	55.980	-0.346	0.189	-0.437	-0.782
10602	47.190	-1.088	-1.479	0.306	-0.782
13074	61.660	-1.202	-1.359	0.420	-0.782
3143	58.507	-0.098	0.266	-0.683	-0.781
7518	58.307	-0.284	0.255	-0.496	-0.780
3566	67.067	-1.200	-1.354	0.421	-0.779
15413	67.380	-1.196	-1.354	0.417	-0.778
5276	67.027	-1.201	-1.354	0.423	-0.778
4425	47.120	-1.109	-1.447	0.331	-0.777
14032	62.080	-1.201	-1.358	0.424	-0.777
7147	56.227	-0.095	0.279	-0.682	-0.777
2151	67.067	-1.199	-1.354	0.424	-0.776
6263	47.020	-1.121	-1.454	0.346	-0.775
15440	46.740	-1.087	-1.450	0.313	-0.774
38	68.453	-1.175	0.573	0.402	-0.773
11670	62.220	-0.007	-0.028	-0.765	-0.773
9735	61.987	-1.194	-1.357	0.421	-0.773
13201	38.680	-1.167	-1.466	0.394	-0.773
12297	62.440	-1.190	-1.358	0.417	-0.773
12279	66.793	-1.194	-1.354	0.422	-0.772
1593	62.647	-1.180	-1.357	0.410	-0.771
14628	57.230	-0.220	0.205	-0.550	-0.770
11390	62.330	-1.146	-1.357	0.378	-0.768
10259	64.240	-0.879	-1.318	0.111	-0.768
5470	67.233	-1.187	-1.354	0.419	-0.768
15325	57.890	-0.336	0.210	-0.431	-0.768
14057	47.047	-1.079	-1.446	0.312	-0.767
11775	57.973	-0.250	0.237	-0.517	-0.767
7247	47.100	-1.139	-1.478	0.372	-0.767
4636	63.480	-1.176	0.538	0.410	-0.767
15191	57.420	-0.218	0.292	-0.548	-0.766
15147	57.113	-0.357	0.247	-0.409	-0.766
12257	66.640	-1.186	-1.354	0.421	-0.764
13642	46.720	-1.099	-1.451	0.336	-0.764
12122	62.800	-1.186	-1.357	0.423	-0.763
7700	62.040	-1.187	-1.356	0.424	-0.763
5772	67.150	-1.186	-1.354	0.424	-0.762
5110	62.167	-1.186	-1.358	0.424	-0.762
13953	47.073	-1.101	-1.471	0.339	-0.762
14799	46.540	-1.111	-1.450	0.350	-0.761
13152	62.160	-1.180	-1.357	0.419	-0.761
10361	62.310	-1.180	-1.358	0.420	-0.760
10745	46.930	-1.127	-1.452	0.367	-0.760
4806	62.050	-1.180	-1.359	0.421	-0.760
12298	61.970	-1.183	-1.357	0.423	-0.760
8009	57.060	-0.268	0.252	-0.491	-0.759
9118	67.520	-1.184	-1.354	0.425	-0.759
14145	70.387	-1.185	2.501	0.426	-0.759
4833	66.610	-1.166	-1.354	0.407	-0.759
6034	67.100	-1.182	-1.354	0.424	-0.758
10618	61.990	-1.179	-1.358	0.421	-0.758
1104	60.280	-1.100	-1.389	0.342	-0.758
11780	47.240	-1.124	-1.475	0.368	-0.755
1103	57.933	-0.184	0.307	-0.572	-0.755
13203	67.300	-1.178	-1.354	0.423	-0.755
11979	67.400	-1.178	-1.354	0.423	-0.755
3523	55.267	-0.281	0.290	-0.473	-0.755
8873	61.960	-1.167	-1.357	0.413	-0.754
4155	62.507	-1.163	-1.357	0.409	-0.753
5995	47.060	-1.096	-1.448	0.343	-0.753
1118	47.420	-1.100	-1.454	0.348	-0.752
13142	67.100	-1.175	-1.354	0.423	-0.752
677	47.630	-1.085	-1.450	0.333	-0.752
9134	47.330	-1.101	-1.448	0.349	-0.752
11375	59.060	-0.365	0.282	-0.386	-0.751
5804	68.930	-1.172	1.564	0.421	-0.751
13183	55.040	-0.401	0.249	-0.350	-0.750
8030	68.530	-1.163	0.529	0.414	-0.750
6090	46.950	-1.100	-1.450	0.350	-0.749
10652	47.180	-1.102	-1.474	0.354	-0.748
5647	62.300	-1.165	-1.356	0.417	-0.748
8972	58.547	-0.229	0.271	-0.515	-0.745
7324	46.420	-1.098	-1.449	0.353	-0.745
3508	47.560	-1.004	-1.449	0.259	-0.745
4059	46.560	-1.095	-1.445	0.351	-0.744
10701	58.213	-0.175	0.325	-0.569	-0.744
12070	60.520	-0.232	-0.073	-0.511	-0.743
11185	62.440	-1.159	-1.358	0.417	-0.743
8206	59.733	-0.191	0.283	-0.551	-0.742
15331	62.470	-0.066	-0.030	-0.676	-0.742
8911	47.000	-1.119	-1.472	0.377	-0.742
3784	58.113	-0.089	0.332	-0.653	-0.742
14893	47.227	-1.120	-1.474	0.378	-0.741
6647	68.933	-1.163	0.564	0.422	-0.741
7962	57.130	-1.143	-0.433	0.403	-0.740
14326	61.360	-0.232	-0.093	-0.508	-0.740
14372	62.780	-1.154	-1.358	0.415	-0.739
4632	62.340	-1.160	-1.357	0.421	-0.739
2399	46.673	-1.104	-1.452	0.365	-0.739
9734	47.340	-1.109	-1.446	0.370	-0.738
921	67.460	-1.163	0.586	0.425	-0.738
13958	47.107	-1.031	-1.455	0.294	-0.738
12656	62.800	-1.158	-1.356	0.420	-0.737
6853	63.700	-1.162	-0.417	0.425	-0.737
1598	56.853	-0.400	0.264	-0.336	-0.736
2661	63.160	-0.867	-1.332	0.131	-0.736
5914	67.360	-1.158	-1.354	0.423	-0.736
8586	68.750	-1.160	0.583	0.425	-0.735
4347	61.747	-1.145	-1.357	0.411	-0.734
5592	50.470	-0.981	-1.337	0.247	-0.733
8210	66.653	-1.141	-1.354	0.408	-0.733
13564	62.960	-1.155	-1.358	0.424	-0.732
12035	46.860	-1.091	-1.448	0.360	-0.731
6860	47.270	-1.085	-1.452	0.355	-0.731
1054	56.500	-0.411	0.171	-0.319	-0.729
14248	55.247	-0.326	0.225	-0.404	-0.729
3216	46.987	-1.080	-1.453	0.352	-0.728
7156	59.040	-0.237	0.270	-0.491	-0.728
11403	46.713	-1.056	-1.449	0.328	-0.728
5697	66.610	-1.151	-1.354	0.424	-0.727
11007	67.520	-1.146	-1.354	0.418	-0.727
